joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
-0.6465309689913964,1.9468189611740923,2.3787378831149013,-1.9011213213068143,0.2516479027861102,-1.2096101003481166,-0.714998703562999
-0.6294448988246694,1.9992947621918458,2.2731867532446133,-1.9542289679720406,-0.14848145125507395,-1.2074177280007838,-0.5359274864991401
-0.6898038097812623,2.086054654209062,2.576644010830765,-1.764332230263441,0.843199305996083,-0.988513340453326,-0.3944607889343973
-0.5044066443116549,1.7601711017594597,2.340314520077741,-1.7383998188528584,0.15029497149342294,-1.7054598981742917,-0.5524634944574003
-0.8385918965178821,1.9108720699508916,1.8938192229967823,-1.968455082603653,-0.5516762843150256,-0.8261794185083915,-0.7783472093607016
-0.5790808952570964,1.7506843572134165,2.4365922121975183,-1.6730438640215328,0.8988932423496167,-1.459200298874408,-1.8752675832605477
-0.4657869204721449,1.445820644988074,1.572151228563104,-1.6150428408911728,-0.03670670743242217,-1.7851228021128287,-1.6013352869646618
-0.9354289747196587,1.9977736491354492,2.158292805371766,-1.8809578451149416,1.100030244457349,-0.3508928672838264,-2.107916007804794
-0.5087874049934247,1.4678302320654162,2.036112937982712,-1.5436584042902959,0.8055149955645807,-1.7462765144193593,-2.0350432500062574
-0.5385861544169768,1.401990644141361,1.1338884049578994,-1.5697664296081897,-0.5697464331221566,-1.6916662327090854,-1.9949998865289393
-0.4912218649328299,1.8874234757959705,2.7947510590215345,-1.4730147808178466,1.2306788092008183,-1.4388685094258609,-1.6316813369707217
-0.343739742036878,1.5264558052963033,1.9956154176168261,-1.400825333833177,0.04759730725457363,-1.999123324060185,-1.0384578527631116
-0.7048043631987322,1.2757126209443923,0.9725711240744862,-1.6453468015433916,-1.1567519801817976,-1.376580750369092,-1.0231576913633207
-0.42195165776771665,1.5957895533982156,2.5364403707609373,-1.2217180930476799,0.9352913111227211,-1.8326788699200618,-1.1864691267010479
-0.3592571035567978,1.2866733025811694,1.2938789187415147,-1.47808220197217,-0.14381509506909232,-2.0362042423779347,-0.6546209319717159
-0.6156746213009238,1.9993734627697337,2.6615459531787153,-1.2859335968872938,1.8905235367985227,-1.108135947166526,-1.2678714319555136
-0.3435472356280817,1.2728220102647747,1.7461799791327905,-1.172177988318882,0.9280914470602215,-1.9162603623186134,-1.6235453991340911
-0.11107918747459797,1.1494526383006423,0.1525143421126286,-1.3158462990754205,-0.12136936151751576,-2.0271944803324486,-1.9453641652712768
0.2967372957950932,1.0070281884649808,-1.2852199721613753,-1.060369840944228,-1.3396281494621176,-1.7348598228941556,-2.0919187875925647
0.5060679344742848,1.9782545519612136,-2.794817921361128,-1.119307186999547,-1.8612590125149846,-1.3535139972724353,-2.226358148788227
0.27749519826659713,1.4722765856237117,-1.357028052925941,-1.201286136810589,0.4881255871408516,-2.0619393634844148,-1.8385617596347328
0.326891656646092,1.5133713491125869,0.5781517509107861,0.9156368437707118,2.23743678244099,-2.0357708489972954,-2.1543511893947866
-0.20100071419711465,2.075037065030748,-0.875067067927905,1.1179631844424696,1.4199473697318812,-1.4488338684874869,-1.9041138672514455
-0.7140202139674904,1.1061599999517704,-2.055644631205459,0.9461258954152153,0.4515701410323819,-1.2590060869883144,-2.0304022596689832
0.24620791593309332,1.733487564448478,-0.06715171186716547,0.862758291728654,2.00269915281106,-1.9719702378177764,-2.1679752360350815
-0.5871950901137772,1.8711987082891517,-1.3857866422847327,1.019882754388321,0.9885298720768251,-1.3277975740801338,-1.929440767411032
-0.4283384332957976,0.9780899850373058,-2.1250827587174084,0.7132386860580724,-0.38680760603163106,-1.5241807336781408,-1.589838002949848
0.06964509533113118,1.9107762112280633,-0.5448132996772382,0.9650219038548129,1.5634850854756506,-1.7796670657388167,-1.332173017048248
-0.6826882108251463,1.6478082177015323,-1.4460926375129621,0.8687402099298895,0.2040988043983379,-1.3535317961163214,-1.1523766678929255
-0.10413413326128163,1.0439134183145395,-2.1891168473243825,0.5661935479454353,-1.2684071184386474,-1.8724999674212677,-1.3265210041729534
